Name,Sector,City,State,Founded_Year,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Customer_Base_Size,Growth_Rate,Exit_Status,Social_Media_Followers,Patents,ESG_Score,Diversity_Index,Net_Impact_Score,Funding_Year
Startup_10692,TravelTech,Pune,Delhi,2004,Series A,Grant,6141912,5,82665699,832439,Yes,207,IoT,74953,46.72,No,76359,18,4.19,50.31,2.75,2018
Startup_10693,TravelTech,Mumbai,Maharashtra,2023,Series B,Convertible Note,3141909,10,24761909,1391070,No,274,Blockchain,7915,30.87,No,94066,15,7.86,68.43,6.17,2016
Startup_10694,HealthTech,Pune,Karnataka,2022,Series A,Convertible Note,9021213,4,21798457,886789,No,219,IoT,55344,49.61,Yes,5251,2,5.03,64.27,2.13,2015
Startup_10695,EdTech,Hyderabad,Tamil Nadu,2018,Series C,Convertible Note,6773303,5,92400625,1441744,Yes,48,AI,39063,31.26,No,99089,13,9.62,75.23,6.65,2021
Startup_10696,AgriTech,Bangalore,Maharashtra,2002,Series D,Debt,3552663,9,71588247,467951,Yes,199,IoT,55840,40.25,Yes,57860,9,6.58,62.22,1.27,2019
Startup_10697,EdTech,Hyderabad,Karnataka,2016,Series C,Equity,149419,5,20001593,3060667,Yes,77,IoT,21851,21.16,Yes,97976,15,5.39,47.09,2.48,2017
Startup_10698,HealthTech,Bangalore,Telangana,2009,Series B,Grant,5993696,10,42386497,3336383,No,293,Big Data,24201,31.83,Yes,49586,19,8.42,54.01,2.19,2017
Startup_10699,AgriTech,Hyderabad,Karnataka,2004,Series D,Convertible Note,4924103,7,65548686,3956842,Yes,425,Cloud,40484,41.71,Yes,45826,6,9.61,45.77,1.89,2023
Startup_10700,AgriTech,Chennai,Maharashtra,2020,Series C,Convertible Note,2442329,4,55667227,2922594,No,186,IoT,69586,46.48,Yes,25219,1,8.52,45.3,7.19,2020
Startup_10701,Retail,Chennai,Tamil Nadu,2001,Series A,Grant,3163528,5,55800960,480289,Yes,285,IoT,40440,36.04,Yes,9788,20,4.14,61.49,3.36,2023
Startup_10702,TravelTech,Pune,Karnataka,2000,Seed,Equity,6793133,2,35831575,966077,No,16,IoT,52223,24.68,No,95445,13,3.63,54.37,3.45,2023
Startup_10703,AgriTech,Chennai,Delhi,2008,Series A,Equity,4119790,4,74750343,4666018,Yes,331,AI,66876,30.62,Yes,77214,18,5.47,62.61,6.54,2016
Startup_10704,TravelTech,Chennai,Maharashtra,2010,Series B,Convertible Note,2388898,7,78241760,741765,Yes,180,Blockchain,36766,33.87,Yes,66771,7,3.4,28.72,1.59,2020
Startup_10705,AgriTech,Bangalore,Telangana,2018,Series B,Grant,1861221,8,94815088,4980793,No,345,AR/VR,21496,28.37,Yes,66131,8,1.76,23.43,4.28,2017
Startup_10706,TravelTech,Chennai,Telangana,2022,Series D,Debt,4905213,5,95701504,4548410,No,204,IoT,31738,18.32,No,61737,15,1.1,76.55,9.8,2018
Startup_10707,FinTech,Mumbai,Telangana,2020,Series B,Convertible Note,5694179,3,25712073,437533,Yes,406,Cloud,26389,26.31,Yes,97215,12,8.35,32.79,4.28,2020
Startup_10708,AgriTech,Pune,Delhi,2023,Series B,Debt,6766710,4,11032663,3271844,Yes,52,Big Data,35718,37.19,Yes,22965,5,1.04,74.75,6.08,2023
Startup_10709,TravelTech,Hyderabad,Delhi,2009,IPO,Equity,1667953,9,8005025,1863929,Yes,190,Blockchain,19397,27.72,No,40868,18,6.09,39.75,5.58,2021
Startup_10710,FinTech,Chennai,Karnataka,2016,Series A,Grant,2773383,2,79756422,2697437,No,468,AR/VR,58237,13.22,Yes,82234,2,3.11,48.74,8.52,2019
Startup_10711,HealthTech,Delhi,Karnataka,2000,Seed,Debt,787712,3,34188562,4126504,Yes,287,IoT,77776,42.74,No,6013,10,6.1,65.52,8.84,2016
Startup_10712,Retail,Chennai,Tamil Nadu,2012,Series C,Equity,4043392,10,6957306,638659,No,455,AI,41914,40.44,Yes,21956,2,9.68,68.23,9.03,2015
Startup_10713,FoodTech,Bangalore,Karnataka,2011,Series C,Grant,2718850,6,5464958,1163392,No,260,Big Data,37356,12.04,Yes,55139,11,9.33,36.85,2.48,2018
Startup_10714,Retail,Hyderabad,Karnataka,2012,Series C,Debt,3736429,7,41194534,4917694,Yes,345,Big Data,22282,12.45,No,72455,2,9.05,77.43,7.42,2019
Startup_10715,Retail,Delhi,Karnataka,2009,Series B,Grant,983094,1,21009404,400717,No,437,Blockchain,90441,41.33,No,39902,14,8.35,61.02,9.22,2021
Startup_10716,Retail,Chennai,Maharashtra,2014,Series C,Grant,7508903,6,61299346,1444006,Yes,288,AI,10938,32.0,Yes,53983,14,6.62,32.41,4.63,2022
Startup_10717,TravelTech,Chennai,Telangana,2015,Seed,Convertible Note,4278956,1,11712156,2854781,No,403,AR/VR,63043,33.79,Yes,23529,16,9.02,34.35,5.73,2022
Startup_10718,HealthTech,Mumbai,Maharashtra,2004,Series D,Debt,1161826,10,88452000,2697815,Yes,158,Big Data,2426,15.49,No,28776,3,5.56,53.79,3.12,2021
Startup_10719,TravelTech,Chennai,Maharashtra,2007,Seed,Grant,444575,6,66127314,2945942,No,267,IoT,42413,15.29,No,13087,10,7.23,42.9,1.3,2018
Startup_10720,FoodTech,Mumbai,Maharashtra,2006,IPO,Convertible Note,1910011,6,73766635,2248738,Yes,94,AI,70203,29.27,Yes,29434,3,4.41,53.2,2.47,2015
Startup_10721,Retail,Delhi,Delhi,2010,Series D,Debt,7401725,9,58755478,1557527,Yes,391,Cloud,11215,10.73,Yes,25749,16,7.81,20.2,7.46,2017
Startup_10722,FinTech,Hyderabad,Delhi,2010,Series B,Debt,2498559,8,26239747,4739272,Yes,32,AR/VR,17375,19.27,No,92733,8,9.35,36.58,1.25,2017
Startup_10723,FoodTech,Mumbai,Delhi,2010,Series A,Grant,9147044,3,37202684,3375053,Yes,448,Cloud,4991,43.51,Yes,83802,0,8.71,30.96,1.35,2023
Startup_10724,AgriTech,Hyderabad,Delhi,2017,Series D,Equity,9663048,1,99600274,1706592,No,35,Big Data,48642,37.71,Yes,37427,15,5.23,29.42,3.59,2020
Startup_10725,HealthTech,Mumbai,Tamil Nadu,2008,Series C,Debt,4096492,1,47037350,4391464,No,442,AI,34745,45.36,Yes,50279,3,7.68,48.27,6.57,2018
Startup_10726,Retail,Mumbai,Tamil Nadu,2000,Series C,Equity,4865953,6,68149019,4621352,No,383,Cloud,96142,18.62,Yes,50583,13,8.45,51.75,1.66,2020
Startup_10727,TravelTech,Pune,Telangana,2016,Series B,Grant,9117909,6,72963249,4793573,No,16,Cloud,71226,18.62,No,49806,9,7.82,42.63,2.86,2017
Startup_10728,Retail,Chennai,Delhi,2019,IPO,Convertible Note,4061779,3,12306299,291920,Yes,28,Blockchain,74285,26.85,Yes,98897,2,7.26,70.66,9.21,2020
Startup_10729,Retail,Chennai,Telangana,2010,IPO,Equity,4578637,5,84394775,4612916,Yes,294,AR/VR,33178,40.21,No,46245,10,6.69,65.68,7.11,2022
Startup_10730,FinTech,Hyderabad,Telangana,2006,Series D,Grant,5453556,7,18425106,3721923,No,81,AI,94748,17.2,Yes,62549,11,4.45,78.24,2.64,2020
Startup_10731,FoodTech,Pune,Delhi,2013,Series D,Debt,4739466,8,27703544,159161,Yes,420,AR/VR,24648,45.43,Yes,21531,19,3.23,29.08,1.16,2020
Startup_10732,FinTech,Pune,Telangana,2023,Series A,Grant,288031,1,88846630,2664448,No,496,Big Data,16680,21.26,No,56221,19,3.54,59.44,6.31,2018
Startup_10733,FinTech,Chennai,Telangana,2015,Seed,Grant,7646047,2,10750441,506587,Yes,421,AI,92831,15.8,No,5973,9,1.43,61.81,6.18,2015
Startup_10734,EdTech,Hyderabad,Tamil Nadu,2014,Series C,Convertible Note,9218529,7,74310914,1183075,Yes,221,Cloud,98735,10.27,No,58149,13,6.0,35.99,9.32,2015
Startup_10735,Retail,Pune,Telangana,2022,Series A,Equity,7484528,10,60297481,3945771,No,364,AR/VR,9475,8.08,No,71933,11,9.9,32.26,3.06,2017
Startup_10736,TravelTech,Chennai,Delhi,2001,Series D,Grant,9397713,5,50140124,1892278,Yes,199,Blockchain,67381,41.82,No,37997,4,2.29,76.87,7.72,2018
Startup_10737,FoodTech,Bangalore,Tamil Nadu,2011,IPO,Convertible Note,9622655,5,93956289,191820,No,334,Cloud,82965,21.29,Yes,53357,8,7.92,35.86,2.25,2018
Startup_10738,Retail,Chennai,Karnataka,2010,Seed,Grant,1122370,8,6281095,3936125,Yes,494,Blockchain,68490,14.38,No,39369,8,3.58,67.71,2.48,2015
Startup_10739,FinTech,Pune,Maharashtra,2016,Series B,Convertible Note,9721525,7,59605980,3239049,No,289,Cloud,8186,13.26,Yes,59934,16,8.77,73.36,4.38,2020
Startup_10740,TravelTech,Mumbai,Karnataka,2007,Series C,Grant,3102897,10,4215961,3048763,Yes,436,IoT,1855,22.99,Yes,52859,8,7.36,79.94,4.44,2016
Startup_10741,FinTech,Hyderabad,Delhi,2017,Series D,Convertible Note,634948,7,69012134,3422717,No,329,Blockchain,74370,10.27,Yes,95878,5,8.1,21.1,6.55,2019
Startup_10742,TravelTech,Mumbai,Maharashtra,2007,Series D,Equity,8717966,10,74480666,3550792,No,382,AR/VR,91274,29.58,Yes,52324,8,8.49,53.32,1.15,2015
Startup_10743,TravelTech,Mumbai,Tamil Nadu,2019,Series D,Debt,1634762,2,84207205,1797503,Yes,163,AR/VR,35576,31.79,Yes,6170,2,6.45,57.32,5.98,2022
Startup_10744,TravelTech,Delhi,Karnataka,2003,IPO,Debt,3361451,10,66957369,4623208,No,249,AR/VR,84070,18.55,Yes,17322,0,7.18,56.68,7.5,2022
Startup_10745,EdTech,Pune,Karnataka,2004,Series A,Debt,3157432,3,49781143,4426385,Yes,78,Blockchain,75251,21.46,Yes,26988,3,9.64,50.96,8.28,2015
Startup_10746,EdTech,Pune,Telangana,2007,Series A,Equity,7298223,9,26388055,3199044,Yes,241,AI,48062,34.11,Yes,29578,19,2.91,79.0,9.11,2023
Startup_10747,HealthTech,Mumbai,Karnataka,2020,Series C,Convertible Note,9109300,3,96160198,3726905,No,187,Blockchain,50735,14.07,No,63361,10,2.21,33.33,7.74,2017
Startup_10748,FoodTech,Bangalore,Telangana,2018,Series D,Grant,6082836,10,24161205,223563,Yes,454,Blockchain,96070,29.81,Yes,95562,9,1.6,27.9,2.23,2022
Startup_10749,TravelTech,Delhi,Delhi,2003,Series D,Equity,3077383,6,43931966,3031539,Yes,448,Cloud,41308,46.87,Yes,94579,6,1.18,33.27,8.63,2016
Startup_10750,FinTech,Hyderabad,Tamil Nadu,2012,IPO,Debt,7601587,9,81543273,2795101,Yes,69,Blockchain,81638,11.18,Yes,40250,9,2.05,32.48,7.64,2019
Startup_10751,AgriTech,Bangalore,Maharashtra,2007,Series A,Convertible Note,6028175,6,79103762,4817692,Yes,19,Blockchain,2856,17.57,Yes,3734,5,2.65,27.56,3.41,2020
Startup_10752,Retail,Mumbai,Maharashtra,2017,Series A,Convertible Note,9644649,1,90146376,4108575,No,163,Blockchain,47144,39.54,Yes,32636,12,2.04,79.56,7.52,2019
Startup_10753,FoodTech,Chennai,Maharashtra,2014,Series A,Equity,254167,7,54044055,955682,Yes,301,AR/VR,36187,48.0,Yes,12789,15,5.97,59.31,7.79,2018
Startup_10754,AgriTech,Chennai,Telangana,2022,Series D,Debt,6909629,2,23845885,4683218,No,392,AI,72988,22.09,Yes,88549,16,3.63,60.63,9.91,2023
Startup_10755,EdTech,Delhi,Telangana,2019,Series B,Grant,8588609,3,94974108,4727164,No,330,Cloud,92152,32.08,Yes,60241,3,2.29,62.6,5.19,2017
Startup_10756,Retail,Hyderabad,Tamil Nadu,2015,Series A,Convertible Note,396368,4,71940723,466136,Yes,338,Big Data,71835,37.06,Yes,90899,14,7.03,66.62,6.93,2023
Startup_10757,AgriTech,Hyderabad,Telangana,2023,Seed,Debt,3713109,3,22737114,1257349,Yes,303,IoT,89839,41.46,Yes,94637,19,2.44,79.69,4.25,2016
Startup_10758,Retail,Hyderabad,Tamil Nadu,2010,Seed,Debt,1018893,2,24617393,2729047,No,361,AR/VR,68162,10.28,Yes,66520,18,8.06,48.59,1.48,2023
Startup_10759,TravelTech,Delhi,Telangana,2022,IPO,Convertible Note,8051723,9,23101189,2117093,No,433,Big Data,41941,19.93,No,30212,12,7.03,74.97,8.21,2020
Startup_10760,EdTech,Mumbai,Telangana,2005,Series B,Equity,5330941,1,94234293,1489742,No,147,Blockchain,36610,28.83,No,79317,4,9.96,32.27,1.89,2019
Startup_10761,FinTech,Chennai,Tamil Nadu,2017,Series A,Grant,5454999,4,97707915,2566095,Yes,351,IoT,82195,40.74,Yes,22801,10,2.4,24.35,6.63,2023
Startup_10762,FoodTech,Mumbai,Tamil Nadu,2008,Series B,Debt,8803609,7,12992680,3576513,Yes,215,Blockchain,35787,20.01,Yes,19093,0,2.36,61.94,4.81,2020
Startup_10763,HealthTech,Delhi,Tamil Nadu,2018,Seed,Debt,5774923,5,76384182,911883,No,319,Blockchain,8883,9.76,No,40582,11,8.3,79.76,8.38,2022
Startup_10764,Retail,Chennai,Tamil Nadu,2010,Seed,Equity,1830123,8,93667315,1524104,No,390,IoT,91536,9.79,Yes,32384,9,7.96,78.98,1.69,2022
Startup_10765,FinTech,Delhi,Delhi,2019,Series C,Debt,1918371,10,64261051,1360035,Yes,148,IoT,11456,5.44,Yes,77083,16,9.2,33.32,7.7,2022
Startup_10766,EdTech,Mumbai,Maharashtra,2009,Series B,Grant,4113458,6,37061853,800082,Yes,436,AR/VR,36200,11.69,No,89905,5,1.16,28.5,6.48,2015
Startup_10767,Retail,Mumbai,Tamil Nadu,2008,Series B,Convertible Note,8365216,1,84170600,1999782,Yes,335,Cloud,35972,49.16,Yes,29438,4,8.86,65.84,2.39,2022
Startup_10768,EdTech,Delhi,Delhi,2013,Series C,Equity,7107633,9,8268203,741568,Yes,395,IoT,81659,22.22,Yes,69959,17,3.11,21.62,9.65,2015
Startup_10769,HealthTech,Mumbai,Maharashtra,2013,Series D,Equity,6255782,8,91748550,4089241,No,220,Blockchain,50825,17.81,No,29837,12,5.13,34.67,6.92,2016
Startup_10770,TravelTech,Delhi,Karnataka,2014,Seed,Grant,7156221,8,37225552,1490346,Yes,443,Blockchain,77134,28.8,No,61684,2,3.71,62.16,2.5,2019
Startup_10771,TravelTech,Chennai,Karnataka,2020,Series D,Grant,740120,3,91694753,2506561,No,440,AR/VR,88889,37.77,Yes,89401,9,8.99,79.03,8.35,2019
Startup_10772,EdTech,Chennai,Delhi,2022,IPO,Equity,5980179,9,94165082,4601464,Yes,310,AI,79550,45.51,Yes,11535,0,1.4,26.52,4.62,2018
Startup_10773,FinTech,Chennai,Tamil Nadu,2012,IPO,Grant,4625035,1,37229071,4550865,Yes,26,Big Data,31450,40.63,Yes,38957,10,3.79,46.49,4.0,2022
Startup_10774,AgriTech,Hyderabad,Tamil Nadu,2007,IPO,Equity,9634486,1,40613790,1554977,No,460,Blockchain,21776,5.16,No,49503,15,9.79,54.13,7.42,2016
Startup_10775,FinTech,Mumbai,Karnataka,2013,Series C,Debt,2431050,6,82856087,1248106,Yes,217,Cloud,55547,27.65,No,50548,19,6.81,22.84,8.28,2020
Startup_10776,AgriTech,Pune,Maharashtra,2003,Series A,Debt,2976535,1,43322652,388234,No,352,Cloud,27947,14.6,No,16224,19,8.91,74.44,7.59,2016
Startup_10777,EdTech,Chennai,Maharashtra,2014,IPO,Debt,4526196,5,84602252,1788021,Yes,457,AI,62296,21.59,No,4501,6,5.4,41.89,2.25,2022
Startup_10778,TravelTech,Delhi,Maharashtra,2019,IPO,Grant,5933269,7,44652024,4534528,No,362,IoT,57876,38.4,Yes,3005,19,9.4,66.43,8.92,2021
Startup_10779,HealthTech,Bangalore,Maharashtra,2017,IPO,Grant,5566631,10,35288021,2590307,No,169,AI,59483,13.01,Yes,47690,7,6.96,21.59,1.18,2022
Startup_10780,HealthTech,Bangalore,Tamil Nadu,2014,Series A,Debt,8474335,6,81643408,3011299,Yes,437,AI,51486,32.55,Yes,64486,0,8.89,55.79,9.75,2016
Startup_10781,TravelTech,Bangalore,Telangana,2018,IPO,Convertible Note,6117935,10,58298527,4641569,No,220,Big Data,38799,28.9,Yes,12561,17,6.78,46.71,3.6,2016
Startup_10782,AgriTech,Hyderabad,Maharashtra,2005,Series C,Convertible Note,8425026,1,99231209,783092,No,343,AI,73109,45.78,Yes,17252,18,9.09,25.52,1.98,2019
Startup_10783,FinTech,Chennai,Tamil Nadu,2000,Series A,Grant,3315119,10,16884713,4501595,No,374,IoT,89444,45.32,Yes,90779,3,5.25,58.03,1.69,2023
Startup_10784,AgriTech,Hyderabad,Tamil Nadu,2009,Series B,Grant,1860681,8,89601602,366594,Yes,101,AI,34854,25.75,No,47737,8,8.63,58.99,1.73,2023
Startup_10785,Retail,Delhi,Karnataka,2006,Series D,Convertible Note,4187707,2,43649927,370601,Yes,349,Big Data,66811,37.53,Yes,48490,9,1.92,43.48,5.68,2021
Startup_10786,HealthTech,Delhi,Karnataka,2017,IPO,Grant,7391164,10,50819634,1395005,Yes,290,Big Data,91949,28.59,Yes,73957,13,2.99,32.82,5.5,2018
Startup_10787,AgriTech,Hyderabad,Tamil Nadu,2013,Series A,Debt,2445807,2,14449419,1733209,Yes,44,Big Data,13155,28.23,Yes,94274,15,5.86,34.58,4.35,2018
Startup_10788,FinTech,Delhi,Telangana,2010,Series B,Convertible Note,7272111,2,14180796,3736372,Yes,489,IoT,6591,25.5,Yes,96953,8,6.84,62.57,3.4,2023
Startup_10789,TravelTech,Bangalore,Tamil Nadu,2004,Seed,Equity,2576901,1,69763151,3153143,No,451,Big Data,58263,49.6,No,14157,14,2.9,65.93,4.3,2016
Startup_10790,AgriTech,Hyderabad,Maharashtra,2020,Seed,Debt,3087824,4,49814669,3969720,Yes,217,IoT,36489,19.75,Yes,77391,0,9.06,46.01,3.56,2019
Startup_10791,TravelTech,Chennai,Maharashtra,2004,Series C,Equity,9222459,9,5922274,537710,Yes,186,AR/VR,98413,30.96,No,25011,4,3.02,76.41,4.12,2019
Startup_10792,HealthTech,Mumbai,Delhi,2017,Series B,Convertible Note,8597968,5,48338468,1359312,No,133,IoT,31117,12.21,No,33074,4,4.71,66.12,6.3,2022
Startup_10793,TravelTech,Hyderabad,Tamil Nadu,2015,Series C,Convertible Note,7093797,4,32845593,2737680,No,426,Blockchain,9999,39.61,Yes,86641,14,2.95,39.12,9.87,2015
Startup_10794,AgriTech,Bangalore,Delhi,2019,Series B,Grant,1851449,10,89158392,2477214,No,328,IoT,83177,36.56,Yes,77894,18,8.72,65.15,5.31,2021
Startup_10795,EdTech,Delhi,Maharashtra,2010,Series B,Equity,9909562,7,55499580,2365477,No,496,Cloud,53921,28.32,No,27667,16,5.37,57.88,9.31,2022
Startup_10796,AgriTech,Chennai,Karnataka,2022,Series A,Equity,1618449,1,76731797,4248752,Yes,251,Big Data,62427,11.71,Yes,30176,6,6.82,69.0,6.19,2017
Startup_10797,EdTech,Mumbai,Karnataka,2019,Series A,Grant,1558360,10,28575370,3807070,No,31,Blockchain,16602,43.42,No,71296,19,2.62,44.08,9.76,2023
Startup_10798,EdTech,Delhi,Karnataka,2006,IPO,Debt,2919666,8,66610488,684333,No,357,Big Data,68476,21.38,No,70934,15,9.81,29.05,5.28,2019
Startup_10799,FinTech,Hyderabad,Maharashtra,2003,Series D,Debt,3616197,3,98050098,3629544,No,474,Cloud,53903,31.17,No,78259,2,7.57,47.3,8.88,2020
Startup_10800,EdTech,Pune,Telangana,2016,Series B,Debt,836691,6,55286096,2637923,Yes,244,AR/VR,26363,14.62,No,60369,3,7.44,75.3,8.87,2015
Startup_10801,HealthTech,Chennai,Telangana,2005,IPO,Equity,4945680,2,45960046,1857691,Yes,162,AI,52665,22.53,No,6496,11,8.17,43.11,4.05,2020
Startup_10802,Retail,Bangalore,Tamil Nadu,2013,Seed,Equity,5609450,7,15736233,2791617,No,214,IoT,50308,42.74,No,39892,13,4.36,60.9,8.45,2021
Startup_10803,FinTech,Pune,Karnataka,2023,IPO,Convertible Note,5755352,9,61057937,948662,Yes,307,IoT,58482,23.59,No,36268,13,3.64,56.57,8.12,2016
Startup_10804,TravelTech,Hyderabad,Delhi,2008,Series A,Convertible Note,1736129,4,9857574,219260,No,200,Big Data,29204,30.56,No,93621,19,2.44,77.5,5.76,2016
Startup_10805,FoodTech,Pune,Tamil Nadu,2020,IPO,Debt,8785012,1,89717449,548762,Yes,188,AI,28235,23.29,Yes,59523,5,4.78,64.8,2.56,2016
Startup_10806,HealthTech,Delhi,Delhi,2022,Series D,Equity,1728821,1,17971047,4571017,No,194,AR/VR,49074,49.95,Yes,32011,9,9.16,46.02,6.16,2019
Startup_10807,TravelTech,Hyderabad,Karnataka,2012,Series C,Convertible Note,8901295,5,72548861,1139430,No,368,AR/VR,28119,12.29,Yes,98456,7,8.25,44.41,5.22,2017
Startup_10808,TravelTech,Chennai,Telangana,2022,Seed,Debt,5605293,9,23202278,2254263,No,47,Blockchain,55906,7.87,No,87028,20,4.91,75.47,6.44,2018
Startup_10809,EdTech,Mumbai,Tamil Nadu,2022,Series A,Debt,7632023,10,27967534,1652919,No,370,IoT,69737,28.08,Yes,42978,0,4.89,69.99,3.02,2019
Startup_10810,FinTech,Delhi,Maharashtra,2008,Series D,Convertible Note,2413724,6,57900266,1156182,Yes,60,Big Data,22563,24.68,Yes,53659,9,1.94,41.32,3.3,2022
Startup_10811,FoodTech,Chennai,Karnataka,2003,Series C,Equity,5908363,2,63610084,2071840,No,48,Big Data,52430,37.62,Yes,18936,18,7.63,62.52,4.13,2015
Startup_10812,TravelTech,Delhi,Karnataka,2002,Series A,Convertible Note,5213726,9,25061711,474424,No,348,AR/VR,18537,28.41,Yes,4879,1,7.46,70.79,8.78,2015
Startup_10813,FoodTech,Mumbai,Delhi,2016,Series B,Grant,8472488,10,17424852,317543,Yes,300,Big Data,87806,39.45,Yes,3809,18,1.51,70.51,2.27,2019
Startup_10814,FoodTech,Delhi,Maharashtra,2022,Seed,Convertible Note,4028240,6,14801760,3301292,No,293,Cloud,63545,31.86,No,80197,0,4.64,60.48,4.12,2023
Startup_10815,HealthTech,Delhi,Telangana,2007,Series D,Equity,894156,6,44856975,2765259,No,165,IoT,89032,18.78,No,34214,13,6.95,63.62,5.01,2015
Startup_10816,FoodTech,Mumbai,Tamil Nadu,2021,Series D,Debt,9107305,4,8119689,4286876,No,386,Cloud,25227,44.08,No,1533,12,4.38,60.35,9.24,2019
Startup_10817,HealthTech,Bangalore,Telangana,2011,Series C,Convertible Note,761495,8,16544320,3227415,Yes,401,Cloud,69204,13.54,No,92516,20,1.22,42.26,1.45,2017
Startup_10818,FinTech,Hyderabad,Tamil Nadu,2011,Series D,Grant,9410722,9,64151781,201851,No,439,AI,64871,45.1,Yes,83108,7,9.82,33.46,5.14,2022
Startup_10819,FoodTech,Mumbai,Tamil Nadu,2017,Series C,Equity,7333804,5,69843622,318942,No,393,Big Data,39984,21.04,Yes,52714,4,8.32,74.65,8.28,2023
Startup_10820,TravelTech,Mumbai,Karnataka,2014,Series D,Grant,5737699,3,39113833,1137308,Yes,49,Cloud,76992,33.78,No,14075,10,8.87,30.84,1.12,2021
Startup_10821,AgriTech,Mumbai,Tamil Nadu,2008,Series B,Debt,7654845,2,6419825,1432764,No,13,Cloud,72424,7.79,No,38837,11,4.91,75.78,7.92,2015
Startup_10822,TravelTech,Mumbai,Tamil Nadu,2015,Series B,Convertible Note,1070500,4,89549886,2656288,Yes,299,AR/VR,49682,42.59,No,14122,2,6.18,21.65,1.32,2023
Startup_10823,FoodTech,Bangalore,Maharashtra,2016,Series A,Equity,6727720,2,70290525,3024235,Yes,332,IoT,70582,47.98,No,55442,16,2.66,69.45,3.92,2023
Startup_10824,HealthTech,Hyderabad,Delhi,2014,Series B,Debt,9796076,4,25990751,3606015,Yes,252,AR/VR,20862,28.8,Yes,13516,14,3.97,51.09,8.25,2023
Startup_10825,FinTech,Pune,Telangana,2011,Series B,Convertible Note,4506951,10,92599729,1175858,No,17,IoT,21565,19.78,Yes,98762,3,6.63,70.05,3.63,2017
Startup_10826,FoodTech,Pune,Maharashtra,2018,Series D,Debt,9010122,9,91937379,3376559,No,493,IoT,45902,21.48,No,7223,5,7.33,26.63,6.44,2022
Startup_10827,FoodTech,Delhi,Telangana,2005,Series A,Convertible Note,1808852,6,83176056,2275044,No,131,Big Data,74080,21.66,No,50833,12,9.77,52.63,6.82,2018
Startup_10828,Retail,Mumbai,Tamil Nadu,2009,Series A,Grant,7536407,10,28952039,1195191,No,128,Big Data,7677,36.58,Yes,77111,19,8.32,62.65,2.73,2022
Startup_10829,FoodTech,Delhi,Tamil Nadu,2007,Series B,Convertible Note,9523588,10,61223524,1831504,No,99,Blockchain,77106,44.75,Yes,67744,1,7.22,22.14,4.42,2022
Startup_10830,EdTech,Pune,Telangana,2001,Seed,Equity,5699029,9,85249757,4680628,Yes,491,AI,9688,19.89,No,49231,13,8.29,31.78,8.85,2021
Startup_10831,Retail,Hyderabad,Maharashtra,2015,Series D,Equity,8076919,10,2099826,2708410,Yes,93,AR/VR,44826,31.22,No,29061,12,7.94,52.72,8.08,2017
Startup_10832,FinTech,Hyderabad,Maharashtra,2015,Series D,Convertible Note,1945124,7,32213476,4978999,Yes,372,AI,80983,15.6,No,68911,13,9.88,29.7,6.95,2021
Startup_10833,TravelTech,Delhi,Tamil Nadu,2011,Series B,Grant,9970563,3,28578133,490419,Yes,290,IoT,19359,6.02,Yes,5350,15,7.15,58.28,7.78,2019
Startup_10834,HealthTech,Hyderabad,Telangana,2005,Seed,Equity,5905744,10,28502705,3541012,Yes,106,AR/VR,1820,44.36,No,87068,0,5.67,76.75,2.25,2018
Startup_10835,HealthTech,Bangalore,Tamil Nadu,2018,IPO,Debt,1169311,7,10561665,1437119,Yes,307,Blockchain,98050,13.1,Yes,44329,16,7.03,48.58,3.52,2017
Startup_10836,FinTech,Hyderabad,Tamil Nadu,2021,Series C,Convertible Note,3517093,4,1249192,234823,No,435,Blockchain,62108,33.57,Yes,73713,2,3.64,40.58,7.63,2016
Startup_10837,FoodTech,Bangalore,Karnataka,2009,Seed,Debt,6451439,1,86382556,1941604,No,311,AI,29408,22.66,No,43730,15,8.48,45.96,9.81,2015
Startup_10838,TravelTech,Chennai,Telangana,2006,IPO,Convertible Note,269419,6,56183019,159187,No,62,Cloud,47628,13.38,No,41280,9,5.21,24.97,1.62,2018
Startup_10839,EdTech,Delhi,Telangana,2016,Series B,Grant,7801140,2,3349728,2150596,No,467,Cloud,13320,34.31,Yes,75049,20,2.46,32.45,4.03,2020
Startup_10840,FinTech,Hyderabad,Karnataka,2018,Seed,Grant,610415,2,63739968,4039807,Yes,367,AR/VR,65862,32.98,Yes,65256,0,9.15,68.62,8.68,2021
Startup_10841,AgriTech,Mumbai,Telangana,2017,Series D,Equity,3186927,5,87370175,489032,No,111,Blockchain,21175,5.38,No,97795,19,4.2,32.72,7.33,2015
Startup_10842,AgriTech,Mumbai,Delhi,2018,Seed,Equity,1436917,7,12019062,734567,Yes,85,Big Data,37753,16.94,No,91276,4,4.11,28.68,1.3,2018
Startup_10843,TravelTech,Hyderabad,Maharashtra,2001,Series B,Grant,403515,8,90159765,2634211,No,439,AR/VR,43231,23.22,No,37035,7,5.55,60.95,1.75,2017
Startup_10844,EdTech,Chennai,Delhi,2017,Series C,Convertible Note,3094145,5,87987079,971938,No,42,Big Data,65543,7.64,Yes,18095,12,2.15,32.83,4.77,2015
